"economy"	"economycode"	"wpid_random"	"wgt"	"female"	"age"	"educ"	"inc_q"	"account"	"account_fin"	"account_mob"	"q2"	"q3"	"q4"	"q5"	"q6"	"q8a"	"q8b"	"q8c"	"q8d"	"q8e"	"q8f"	"q8g"	"q8h"	"q8i"	"q9"	"q10"	"q11"	"q12"	"q13"	"q14"	"q16"	"q17a"	"q17b"	"q17c"	"q18a"	"q18b"	"q20"	"q21a"	"q21b"	"q21c"	"q21d"	"q22a"	"q22b"	"q22c"	"q24"	"q25"	"q26"	"q27a"	"q27b"	"q27c"	"q27d"	"q28"	"q29a"	"q29b"	"q29c"	"q29d"	"q30"	"q31a"	"q31b"	"q31c"	"q32"	"q33a"	"q33b"	"q33c"	"q34"	"q35"	"q36a"	"q36bc"	"q36d"	"q37"	"q38"	"q39"	"q40a"	"q40bc"	"q40d"	"q41"	"q42"	"q43"	"q44a"	"q44b"	"q44c"	"saved"	"borrowed"
"Mexico"	"MEX"	169277719	0.427613329347524	"1 male"	"62"	"secondary"	"1 poorest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"											"yes"	"1 one or two times per month"	"yes"	"2 three or more times per month"	"1 you get it at an atm"	"yes"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"yes"	"no"	"yes"	"no"	"2 somewhat possible"	"1 savings"	"yes"	"yes"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"				"no"							"yes"	"yes"	"no"	"no"			"no"				"yes"	"yes"
"Mexico"	"MEX"	139384837	0.867404478425006	"1 male"	"21"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"											"no"		"yes"	"1 one or two times per month"	"2 you get it over the counter in a branch of your financial institution"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"1 very possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"yes"	"yes"	"no"	"no"			"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	117977188	1.57531333077836	"1 male"	"22"	"secondary"	"4 fourth 20%"	"yes"	"yes"	"no"	"yes"	"no"	"yes"	"no"											"yes"	"1 one or two times per month"	"yes"	"2 three or more times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"1 very possible"	"1 savings"	"no"					"no"					"no"				"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"yes"	"no"	"2 over time as needed"	"3 this was your first account, and it was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	193385003	0.977518873119595	"1 male"	"58"	"completed tertiary or more"	"4 fourth 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"yes"	"yes"	"yes"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"1 very possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"	"yes"	"yes"	"no"	"yes"	"no"	"2 over time as needed"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	140719176	1.57531333077836	"1 male"	"18"	"secondary"	"3 middle 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"											"yes"	"1 one or two times per month"	"yes"	"2 three or more times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"1 very possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"yes"	"yes"	"no"	"yes"	"no"	"1 all of the money right away"	"3 this was your first account, and it was opened so you could receive payments from an employer."	"no"						"no"				"no"	"no"
"Mexico"	"MEX"	188370718	0.628383983772919	"1 male"	"33"	"secondary"	"4 fourth 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"											"yes"	"1 one or two times per month"	"yes"	"2 three or more times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"yes"	"no"	"1 all of the money right away"	"3 this was your first account, and it was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	160409210	0.366937451329517	"2 female"	"18"	"secondary"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"(dk)"	"yes"	"(dk)"	"no"	"yes"	"no"	"no"	"(dk)"							"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"(dk)"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	138393395	0.286285095113012	"2 female"	"61"	"secondary"	"1 poorest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"yes"	"yes"										"no"		"no"		"1 you get it at an atm"	"no"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"1 very possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	154799986	0.573952658932962	"2 female"	"48"	"secondary"	"2 second 20%"	"yes"	"yes"	"no"	"no"			"no"		"no"	"yes"	"no"	"yes"	"no"	"yes"	"no"	"yes"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"yes"	"no"	"no"				"yes"	"no"	"yes"	"no"	"no"			"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	156004955	0.32021051783543	"1 male"	"53"	"completed tertiary or more"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"no"							"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"yes"	"yes"	"no"	"no"			"no"				"yes"	"no"
"Mexico"	"MEX"	156918460	0.488759436559797	"1 male"	"76"	"completed tertiary or more"	"5 richest 20%"	"yes"	"yes"	"no"	"no"			"(dk)"		"(dk)"	"(dk)"	"(dk)"	"yes"	"(dk)"	"(dk)"	"(dk)"	"yes"	"(dk)"							"no"	"no"	"no"	"no"	"no"	"no"	"(dk)"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"5 (dk)"		"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"yes"	"no"	"yes"	"no"	"2 over time as needed"	"3 this was your first account, and it was opened so you could receive payments from the government."	"no"				"no"	"no"
"Mexico"	"MEX"	178053126	0.286285095113012	"2 female"	"30"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"no"			"yes"	"yes"	"no"	"yes"	"no"	"yes"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"no"	"yes"	"yes"	"no"	"2 over time as needed"	"3 this was your first account, and it was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	149515866	1.57531333077836	"1 male"	"21"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"no"			"no"											"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"2 you get it over the counter in a branch of your financial institution"	"no"	"no"	"yes"	"yes"	"no"	"yes"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"no"	"2 somewhat possible"	"5 (a/an [insert local terminology for private lenders (i.e., loan shark or pawn shop)])"	"yes"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"	"no"	"no"				"yes"	"no"	"yes"	"yes"	"no"	"1 all of the money right away"	"3 this was your first account, and it was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	119102403	0.286285095113012	"2 female"	"37"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"							"no"	"no"	"yes"	"yes"	"no"	"yes"	"no"	"no"	"no"	"yes"	"no"	"yes"	"yes"	"no"	"1 very possible"	"3 money from working or a loan from an employer"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"			"yes"	"no"	"yes"	"no"	"1 all of the money right away"	"3 this was your first account, and it was opened so you could receive payments from the government."	"no"				"yes"	"yes"
"Mexico"	"MEX"	175363051	1.25676796754584	"1 male"	"32"	"secondary"	"4 fourth 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	146588828	1.77965678240689	"1 male"	"28"	"completed tertiary or more"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	176703004	1.25676796754584	"1 male"	"33"	"secondary"	"3 middle 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"											"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"3 money from working or a loan from an employer"	"no"					"no"					"no"				"no"				"yes"	"no"	"yes"	"yes"	"no"	"1 all of the money right away"	"1 you had this account before you began receiving payments from an employer."	"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	155184135	0.632063599076388	"2 female"	"47"	"secondary"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"yes"	"no"	"no"	"no"	"yes"	"yes"	"yes"	"no"							"no"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"4 a credit card or borrowing from a formal financial institution"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	145157621	0.286285095113012	"2 female"	"53"	"secondary"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	124207397	1.82136022700161	"2 female"	"59"	"completed primary or less"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	124194188	0.678384156425769	"1 male"	"49"	"secondary"	"4 fourth 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"yes"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"1 very possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"yes"	"no"	"2 over time as needed"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	180997384	0.463539020960685	"1 male"	"35"	"secondary"	"3 middle 20%"	"yes"	"yes"	"no"	"yes"	"no"	"yes"	"no"											"yes"	"1 one or two times per month"	"yes"	"2 three or more times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"yes"	"yes"	"yes"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"1 very possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"yes"	"no"	"2 over time as needed"	"3 this was your first account, and it was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	178063212	0.632063599076388	"2 female"	"52"	"secondary"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"							"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	179560140	0.692005928021774	"1 male"	"32"	"secondary"	"2 second 20%"	"yes"	"yes"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"3 not very possible"	"7 (dk)"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"yes"	"yes"	"no"	"no"			"yes"	"no"	"yes"	"no"	"1 all of the money right away"	"3 this was your first account, and it was opened so you could receive payments from the government."	"no"				"no"	"yes"
"Mexico"	"MEX"	150092635	0.632063599076388	"2 female"	"47"	"secondary"	"4 fourth 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"yes"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"	"yes"	"yes"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"2 over time as needed"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	181737537	0.508788117319326	"1 male"	"45"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"no"										"yes"	"3 money is not deposited in a typical month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"yes"	"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	173195030	0.628383983772919	"1 male"	"27"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"no"										"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"yes"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"1 very possible"	"1 savings"	"yes"	"no"	"no"	"no"	"no"	"no"					"no"				"no"				"yes"	"no"	"no"	"yes"	"no"	"2 over time as needed"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	165294112	0.316031799538194	"2 female"	"46"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"no"	"yes"	"yes"	"yes"										"yes"	"2 three or more times per month"	"yes"	"2 three or more times per month"	"1 you get it at an atm"	"yes"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"no"	"no"	"yes"	"no"	"2 over time as needed"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	202006787	0.560301348194842	"1 male"	"48"	"secondary"	"5 richest 20%"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"										"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"1 very possible"	"1 savings"	"yes"	"no"	"yes"	"no"	"no"	"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	119177984	0.560301348194842	"1 male"	"48"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"											"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"yes"	"yes"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"2 over time as needed"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"yes"	"yes"	"yes"	"no"	"yes"	"no"
"Mexico"	"MEX"	188773258	1.0763796472683	"1 male"	"60"	"completed primary or less"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"yes"	"2 three or more times per month"	"yes"	"2 three or more times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"no"	"no"	"no"	"no"	"yes"	"no"	"1 very possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"no"	"no"	"yes"	"no"	"2 over time as needed"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	174929349	1.19326330670587	"2 female"	"51"	"completed primary or less"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"(dk)"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"2 somewhat possible"	"1 savings"	"yes"	"no"	"yes"	"no"	"no"	"no"					"no"				"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	160703793	1.30110671763751	"1 male"	"15"	"secondary"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"1 very possible"	"3 money from working or a loan from an employer"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	133826777	0.647832365612187	"2 female"	"40"	"secondary"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"yes"	"no"	"yes"	"no"	"no"	"yes"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"3 money from working or a loan from an employer"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	210565378	1.73480895685001	"1 male"	"15"	"secondary"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"(dk)"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	123098038	1.38401185604355	"1 male"	"28"	"secondary"	"1 poorest 20%"	"yes"	"yes"	"no"	"no"			"no"		"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"yes"							"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"3 not very possible"	"3 money from working or a loan from an employer"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"			"yes"	"no"	"yes"	"no"	"2 over time as needed"	"3 this was your first account, and it was opened so you could receive payments from the government."	"no"				"yes"	"no"
"Mexico"	"MEX"	195321184	0.585477474117469	"2 female"	"31"	"secondary"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"1 very possible"	"6 some other source"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"yes"	"yes"	"no"	"no"			"no"						"yes"	"no"	"no"	"no"	"no"	"no"
"Mexico"	"MEX"	188468266	2.38652661341174	"2 female"	"51"	"completed primary or less"	"1 poorest 20%"	"yes"	"yes"	"no"	"no"			"no"		"no"	"yes"	"no"	"yes"	"no"	"yes"	"no"	"yes"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"3 not very possible"	"6 some other source"	"no"					"no"					"no"				"no"				"no"							"yes"	"no"	"yes"	"no"	"1 all of the money right away"	"3 this was your first account, and it was opened so you could receive payments from the government."	"no"				"no"	"no"
"Mexico"	"MEX"	172437970	0.585477474117469	"2 female"	"26"	"secondary"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"							"no"	"yes"	"no"	"yes"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"			"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	178267587	1.0209418402049	"1 male"	"43"	"secondary"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"yes"	"no"	"yes"	"no"	"yes"							"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	155524288	0.53164958954465	"2 female"	"27"	"secondary"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"							"no"	"no"	"no"	"yes"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	182536178	0.878216211176203	"2 female"	"33"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"no"			"no"											"no"		"yes"	"4 (dk)"	"2 you get it over the counter in a branch of your financial institution"	"no"	"no"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"3 money from working or a loan from an employer"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"			"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	139367363	0.455340056750402	"2 female"	"70"	"completed primary or less"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"yes"	"yes"	"no"	"no"			"no"				"yes"	"no"
"Mexico"	"MEX"	157139263	1.73480895685001	"1 male"	"15"	"secondary"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"yes"	"no"							"(dk)"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"yes"	"no"	"yes"	"no"	"no"	"no"				"no"				"no"							"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	160032363	0.863776487482915	"2 female"	"38"	"secondary"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"yes"	"yes"	"no"	"no"			"no"				"no"	"no"
"Mexico"	"MEX"	127635283	1.61456947090246	"1 male"	"61"	"completed primary or less"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"yes"	"yes"	"yes"	"no"	"no"	"yes"	"yes"	"yes"							"no"	"yes"	"yes"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"no"	"yes"	"yes"	"3 not very possible"	"3 money from working or a loan from an employer"	"yes"	"yes"	"no"	"no"	"yes"	"yes"	"yes"	"no"	"no"	"yes"	"no"				"no"				"no"							"yes"	"yes"	"no"	"no"			"no"				"yes"	"yes"
"Mexico"	"MEX"	200455948	0.286285095113012	"1 male"	"55"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"yes"	"1 one or two times per month"	"yes"	"2 three or more times per month"	"1 you get it at an atm"	"yes"	"no"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"2 somewhat possible"	"4 a credit card or borrowing from a formal financial institution"	"yes"	"yes"	"yes"	"no"	"no"	"no"					"no"				"no"				"no"							"no"						"no"				"yes"	"yes"
